"",Year,Lynx,Hare
1,1900,4.0,30.0
2,1901,4.52647546716431,45.60002674822936
3,1902,8.02730571623956,66.34898506532859
4,1903,22.65789645425055,79.15731124998776
5,1904,54.66498539066578,50.39205319201512
6,1905,55.08755311289679,19.46257538149804
7,1906,35.25896828071172,10.4945926661373
8,1907,20.207760136684456,8.933922457953408
9,1908,11.57959170848385,10.205706548980224
10,1909,7.030182670434821,13.700726688622568
11,1910,4.799207826228626,19.979142533793013
12,1911,3.996149204147491,30.238335274980745
13,1912,4.554605039498568,45.95051087353771
14,1913,8.15427308792682,66.74682733925876
15,1914,23.148940183730684,79.07626118774304
16,1915,55.11075349231548,49.58491899693055
17,1916,54.76309087646124,19.15051155784712
18,1917,34.909797432029166,10.423644306306686
19,1918,19.99370782906014,8.936606642878276
20,1919,11.46370802283074,10.250262654151213
21,1920,6.971029695036456,13.789984396709317
