"",Year,Lynx,Hare
1,1900,4.0,30.0
2,1901,4.46334821647844,44.27940813627198
3,1902,7.55437978316004,62.85222664666837
4,1903,19.711828010851615,75.3397471268964
5,1904,47.75596815736121,53.27317588091488
6,1905,52.54654024606439,22.60273271817343
7,1906,35.10611658932002,12.1305469179295
8,1907,20.42627811466422,9.987703144428796
9,1908,11.770247606984968,11.008943190324478
10,1909,7.15777809765206,14.283380439607045
11,1910,4.873856609095956,20.162084990286353
12,1911,4.0091569977449115,29.580508760369423
13,1912,4.416850888128883,43.67749660537584
14,1913,7.352128807553083,62.167520425755065
15,1914,18.96407027380346,75.3267088319926
16,1915,46.83640704180451,54.63252646648281
17,1916,52.99193950945699,23.294838370426383
18,1917,35.7469009783937,12.306794005501432
19,1918,20.84078117640024,9.99773566680283
20,1919,11.998537140694443,10.93287989478962
21,1920,7.275423293654012,14.124754391514445
