"",Year,Lynx,Hare
1,1900,4.0,30.0
2,1901,4.695764928309179,43.756877990079545
3,1902,8.157608388596321,60.94669476596471
4,1903,20.731229320941818,70.90243610481141
5,1904,47.02077398125992,49.32107691553451
6,1905,51.64052545193725,21.46072312971223
7,1906,35.87010674780247,11.452013276938535
8,1907,21.739474707207513,9.099165129606648
9,1908,12.935837062752613,9.63530968203175
10,1909,7.991862024574326,12.084647273743407
11,1910,5.38066894983248,16.6255763747619
12,1911,4.19178963773619,23.962323192180268
13,1912,4.100538465136694,35.09607701156989
14,1913,5.591771098118974,50.62782651244418
15,1914,11.566838429293659,67.2361228185968
16,1915,30.93497460364624,66.38012616184588
17,1916,53.30672936553894,35.62693430009907
18,1917,45.83663597253831,15.788706130795383
19,1918,29.41444389471346,9.975065327272908
20,1919,17.54013590370044,9.066270464451614
21,1920,10.538805321329303,10.414602130127959
